record_id,merchant,category,rail,bank,gateway,gross_amount,fee_amount,bank_amount,gateway_amount,bank_date,gateway_date,bank_ref,gateway_ref,bank_desc,gateway_desc,status,anomaly_flag,anomaly_category
TXN-10K-09458,Swiggy Instamart Fleet,Quick Commerce,UPI,SBI,Cashfree,11338.74,26.76,11338.74,11311.98,2026-08-25 00:31:00,2026-08-25 00:31:00,REF-SWG3318498,PO-CORRUPT-331849,UPI CR-SWG3318498-CASHFREE-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG3318498,flagged,True,reference_corruption
TXN-10K-09459,Cleartrip Flights & Hotels,Travel,UPI,KOTAK,Razorpay,664.22,1.57,664.22,662.65,2026-08-22 06:11:00,2026-08-22 06:11:00,REF-CLRT8037060,PO-CLRT8037060,UPI CR-CLRT8037060-RAZORPAY-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT8037060,matched,False,matched_clean
TXN-10K-09460,Cleartrip Flights & Hotels,Travel,UPI,AXIS,PayU,6334.32,14.95,6334.32,6319.37,2026-08-31 00:38:00,2026-08-31 00:38:00,REF-CLRT2187562,PO-CLRT2187562,UPI CR-CLRT2187562-PAYU-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT2187562,matched,False,matched_clean
TXN-10K-09461,Razorpay Capital Advances,Lending,UPI,AXIS,Stripe,8298.59,19.59,8298.59,8279.0,2026-08-10 18:02:00,2026-08-14 18:02:00,REF-RZPC9207359,PO-RZPC9207359,UPI CR-RZPC9207359-STRIPE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC9207359,flagged,True,settlement_lag
TXN-10K-09462,Nykaa Cosmetics D2C,D2C,UPI,AXIS,Razorpay,12913.23,30.48,12913.23,12882.75,2026-08-10 10:34:00,2026-08-12 10:34:00,REF-NYK7648837,PO-NYK7648837,UPI CR-NYK7648837-RAZORPAY-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK7648837,flagged,True,settlement_lag
TXN-10K-09463,Nykaa Cosmetics D2C,D2C,Debit Card,AXIS,Stripe,14464.08,297.9,14464.08,14166.18,2026-08-09 06:14:00,2026-08-09 06:14:00,REF-NYK1457941,PO-NYK1457941,DEBIT CR-NYK1457941-STRIPE-SETTLEMENT-Nykaa Cosmetics D2C,Debit collection clearance sweep NYK1457941,matched,False,matched_clean
TXN-10K-09464,Razorpay Capital Advances,Lending,UPI,ICICI,PayU,4984.68,11.76,4984.68,4972.92,2026-08-29 05:31:00,2026-08-29 05:31:00,REF-RZPC1730063,PO-RZPC1730063,UPI CR-RZPC1730063-PAYU-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC1730063,matched,False,matched_clean
TXN-10K-09465,Zomato Logistics Payouts,Logistics,UPI,AXIS,Stripe,10285.75,24.27,10285.75,10261.48,2026-08-24 18:36:00,2026-08-28 18:36:00,REF-ZMT9754811,PO-ZMT9754811,UPI CR-ZMT9754811-STRIPE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT9754811,flagged,True,settlement_lag
TXN-10K-09466,Dunzo Quick Commerce,E-Commerce,Credit Card,HDFC,Razorpay,59188.06,1376.78,59188.06,57811.28,2026-09-01 03:09:00,2026-09-04 03:09:00,REF-DNZ3105617,PO-DNZ3105617,CARD SETTLE-DNZ3105617-RAZORPAY-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ3105617,flagged,True,settlement_lag
TXN-10K-09467,Razorpay Capital Advances,Lending,Credit Card,SBI,Stripe,62325.81,1344.26,62325.81,60981.55,2026-08-28 10:06:00,2026-08-28 10:06:00,REF-RZPC7644742,PO-RZPC7644742,CARD SETTLE-RZPC7644742-STRIPE-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC7644742,matched,False,matched_clean
TXN-10K-09468,Infosys Contractor Payroll,Enterprise,Credit Card,SBI,Razorpay,49206.04,1138.25,49206.04,48067.79,2026-08-13 06:03:00,2026-08-13 06:03:00,REF-INFY8481647,PO-INFY8481647,CARD SETTLE-INFY8481647-RAZORPAY-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY8481647,matched,False,matched_clean
TXN-10K-09469,Postman API Cloud,SaaS,UPI,KOTAK,PayU,2177.44,5.13,2177.44,2172.31,2026-08-13 02:32:00,2026-08-13 02:32:00,REF-POST8950540,PO-POST8950540,UPI CR-POST8950540-PAYU-COLLECTION-Postman API Cloud,UPI instant merchant payout batch POST8950540,matched,False,matched_clean
TXN-10K-09470,Cleartrip Flights & Hotels,Travel,UPI,KOTAK,Razorpay,6020.37,14.21,6020.37,2270.67,2026-08-20 11:20:00,2026-08-20 11:20:00,REF-CLRT9711919,PO-CLRT9711919,UPI CR-CLRT9711919-RAZORPAY-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT9711919,mismatched,True,amount_discrepancy
TXN-10K-09471,Zerodha Securities Payout,FinTech,UPI,ICICI,Razorpay,4286.62,10.11,4286.62,4276.51,2026-09-04 15:57:00,2026-09-04 15:57:00,REF-ZRD2096412,PO-ZRD2096412,UPI CR-ZRD2096412-RAZORPAY-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD2096412,matched,False,matched_clean
TXN-10K-09472,Zomato Logistics Payouts,Logistics,Credit Card,HDFC,Razorpay,54535.11,1225.32,54535.11,53309.79,2026-09-01 03:38:00,2026-09-01 03:38:00,REF-ZMT8785625,PO-ZMT8785625,CARD SETTLE-ZMT8785625-RAZORPAY-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT8785625,matched,False,matched_clean
TXN-10K-09473,Zerodha Securities Payout,FinTech,Credit Card,HDFC,Cashfree,71021.5,1301.65,71021.5,65048.41,2026-08-17 16:00:00,2026-08-17 16:00:00,REF-ZRD3479214,PO-ZRD3479214,CARD SETTLE-ZRD3479214-CASHFREE-POS DISBURSE-Zerodha Securities Payout,Card settlement net of gateway interchange ZRD3479214,mismatched,True,amount_discrepancy
TXN-10K-09474,Razorpay Capital Advances,Lending,Credit Card,AXIS,Stripe,56554.29,1117.41,56554.29,55334.55,2026-08-14 10:44:00,2026-08-14 10:44:00,REF-RZPC9103244,PO-RZPC9103244,CARD SETTLE-RZPC9103244-STRIPE-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC9103244,flagged,True,fee_deduction
TXN-10K-09475,Infosys Contractor Payroll,Enterprise,UPI,HDFC,PayU,8458.35,19.97,8458.35,8438.38,2026-08-28 01:28:00,2026-08-28 01:28:00,REF-INFY6567059,PO-INFY6567059,UPI CR-INFY6567059-PAYU-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY6567059,matched,False,matched_clean
TXN-10K-09476,Swiggy Instamart Fleet,Quick Commerce,Credit Card,KOTAK,Razorpay,53611.57,1144.29,53611.57,52467.28,2026-08-31 17:45:00,2026-08-31 17:45:00,REF-SWG4683044,PO-SWG4683044,CARD SETTLE-SWG4683044-RAZORPAY-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG4683044,matched,False,matched_clean
TXN-10K-09477,Swiggy Instamart Fleet,Quick Commerce,NetBanking,ICICI,PayU,129743.43,3086.2,129743.43,126657.23,2026-08-24 21:34:00,2026-08-24 21:34:00,REF-SWG4201241,PO-SWG4201241,NB CR-SWG4201241-PAYU-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG4201241,matched,False,matched_clean
TXN-10K-09478,Nykaa Cosmetics D2C,D2C,NetBanking,HDFC,Cashfree,175996.01,3697.64,175996.01,172298.37,2026-08-19 03:24:00,2026-08-19 03:24:00,REF-NYK5877494,PO-NYK5877494,NB CR-NYK5877494-CASHFREE-DIRECT DISBURSE-Nykaa Cosmetics D2C,Internet banking settlement net of fee NYK5877494,matched,False,matched_clean
TXN-10K-09479,Freshworks SaaS Cloud,SaaS,Debit Card,HDFC,PayU,7777.46,149.45,7777.46,7628.01,2026-08-10 17:04:00,2026-08-10 17:04:00,REF-FRSH1934990,PO-FRSH1934990,DEBIT CR-FRSH1934990-PAYU-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH1934990,matched,False,matched_clean
TXN-10K-09480,Cleartrip Flights & Hotels,Travel,UPI,KOTAK,Razorpay,13037.64,30.77,13037.64,13006.87,2026-08-03 13:22:00,2026-08-03 13:22:00,REF-CLRT9283598,PO-CLRT9283598,UPI CR-CLRT9283598-RAZORPAY-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT9283598,matched,False,matched_clean
TXN-10K-09481,Nykaa Cosmetics D2C,D2C,UPI,AXIS,Cashfree,6212.8,14.67,6212.8,6198.13,2026-08-12 19:40:00,2026-08-12 19:40:00,REF-NYK6313328,PO-NYK6313328,UPI CR-NYK6313328-CASHFREE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK6313328,matched,False,matched_clean
TXN-10K-09482,Zomato Logistics Payouts,Logistics,NetBanking,HDFC,Cashfree,174153.51,3136.35,174153.51,170037.95,2026-08-10 04:25:00,2026-08-10 04:25:00,REF-ZMT4604755,PO-ZMT4604755,NB CR-ZMT4604755-CASHFREE-DIRECT DISBURSE-Zomato Logistics Payouts,Internet banking settlement net of fee ZMT4604755,mismatched,True,amount_discrepancy
TXN-10K-09483,Swiggy Instamart Fleet,Quick Commerce,UPI,AXIS,Cashfree,4593.49,10.84,4593.49,4582.65,2026-08-05 03:40:00,2026-08-05 03:40:00,REF-SWG6995842,PO-SWG6995842,UPI CR-SWG6995842-CASHFREE-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG6995842,matched,False,matched_clean
TXN-10K-09484,Freshworks SaaS Cloud,SaaS,Debit Card,ICICI,Cashfree,32981.52,613.52,32981.52,32368.0,2026-08-05 08:28:00,2026-08-07 08:28:00,REF-FRSH1977378,PO-FRSH1977378,DEBIT CR-FRSH1977378-CASHFREE-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH1977378,flagged,True,settlement_lag
TXN-10K-09485,Freshworks SaaS Cloud,SaaS,Credit Card,SBI,Stripe,2552.97,56.0,2552.97,2496.97,2026-08-07 19:29:00,2026-08-07 19:29:00,REF-FRSH4625837,PO-FRSH4625837,CARD SETTLE-FRSH4625837-STRIPE-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH4625837,matched,False,matched_clean
TXN-10K-09486,Dunzo Quick Commerce,E-Commerce,UPI,SBI,Cashfree,4884.59,11.53,4884.59,4873.06,2026-08-22 13:21:00,2026-08-22 13:21:00,REF-DNZ2523810,PO-DNZ2523810,UPI CR-DNZ2523810-CASHFREE-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ2523810,matched,False,matched_clean
TXN-10K-09487,Freshworks SaaS Cloud,SaaS,Credit Card,HDFC,Razorpay,66593.02,1442.03,66593.02,65150.99,2026-08-11 10:52:00,2026-08-11 10:52:00,REF-FRSH8702718,PO-FRSH8702718,CARD SETTLE-FRSH8702718-RAZORPAY-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH8702718,matched,False,matched_clean
TXN-10K-09488,Infosys Contractor Payroll,Enterprise,NEFT/RTGS,AXIS,Stripe,589631.52,0.0,589631.52,589631.52,2026-08-13 16:29:00,2026-08-13 16:29:00,REF-INFY4606929,PO-INFY4606929,NEFT/RTGS CR-INFY4606929-STRIPE-TREASURY SWEEP-Infosys Contractor Payroll,Corporate treasury gross settlement INFY4606929,matched,False,matched_clean
TXN-10K-09489,Nykaa Cosmetics D2C,D2C,Credit Card,AXIS,Cashfree,63120.79,1180.61,63120.79,61940.18,2026-08-20 22:18:00,2026-08-20 22:18:00,REF-NYK1481698,PO-NYK1481698,CARD SETTLE-NYK1481698-CASHFREE-POS DISBURSE-Nykaa Cosmetics D2C,Card settlement net of gateway interchange NYK1481698,matched,False,matched_clean
TXN-10K-09490,Postman API Cloud,SaaS,UPI,KOTAK,Cashfree,14295.66,33.74,14295.66,14261.92,2026-08-26 08:55:00,2026-08-26 08:55:00,REF-POST4874947,PO-POST4874947,UPI CR-POST4874947-CASHFREE-COLLECTION-Postman API Cloud,UPI instant merchant payout batch POST4874947,matched,False,matched_clean
TXN-10K-09491,Swiggy Instamart Fleet,Quick Commerce,Debit Card,SBI,PayU,71840.6,1855.75,71840.6,69984.85,2026-08-31 10:41:00,2026-08-31 10:41:00,REF-SWG8946632,PO-SWG8946632,DEBIT CR-SWG8946632-PAYU-SETTLEMENT-Swiggy Instamart Fleet,Debit collection clearance sweep SWG8946632,matched,False,matched_clean
TXN-10K-09492,Infosys Contractor Payroll,Enterprise,Credit Card,KOTAK,Razorpay,19008.98,448.65,19008.98,18560.33,2026-08-14 03:14:00,2026-08-14 03:14:00,REF-INFY2404116,PO-INFY2404116,CARD SETTLE-INFY2404116-RAZORPAY-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY2404116,matched,False,matched_clean
TXN-10K-09493,Nykaa Cosmetics D2C,D2C,Credit Card,HDFC,PayU,52301.61,1320.21,52301.61,50981.4,2026-09-03 23:16:00,2026-09-03 23:16:00,REF-NYK6790808,PO-NYK6790808,CARD SETTLE-NYK6790808-PAYU-POS DISBURSE-Nykaa Cosmetics D2C,Card settlement net of gateway interchange NYK6790808,matched,False,matched_clean
TXN-10K-09494,Swiggy Instamart Fleet,Quick Commerce,NetBanking,HDFC,Stripe,57405.73,1448.77,57405.73,55956.96,2026-08-27 06:58:00,2026-08-27 06:58:00,REF-SWG6768329,PO-SWG6768329,NB CR-SWG6768329-STRIPE-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG6768329,matched,False,matched_clean
TXN-10K-09495,Swiggy Instamart Fleet,Quick Commerce,NetBanking,AXIS,Cashfree,130734.83,2380.56,130734.83,128354.27,2026-08-27 04:09:00,2026-08-27 04:09:00,REF-SWG8117642,PO-SWG8117642,NB CR-SWG8117642-CASHFREE-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG8117642,matched,False,matched_clean
TXN-10K-09496,Cleartrip Flights & Hotels,Travel,Credit Card,SBI,PayU,65039.53,1522.67,65039.53,63516.86,2026-09-03 14:41:00,2026-09-03 14:41:00,REF-CLRT8358951,PO-CLRT8358951,CARD SETTLE-CLRT8358951-PAYU-POS DISBURSE-Cleartrip Flights & Hotels,Card settlement net of gateway interchange CLRT8358951,matched,False,matched_clean
TXN-10K-09497,Swiggy Instamart Fleet,Quick Commerce,Debit Card,KOTAK,PayU,22104.18,502.64,22104.18,21484.35,2026-09-04 04:35:00,2026-09-04 04:35:00,REF-SWG9974028,PO-SWG9974028,DEBIT CR-SWG9974028-PAYU-SETTLEMENT-Swiggy Instamart Fleet,Debit collection clearance sweep SWG9974028,flagged,True,fee_deduction
TXN-10K-09498,Zomato Logistics Payouts,Logistics,Credit Card,ICICI,PayU,72250.25,1492.83,72250.25,70757.42,2026-08-02 20:12:00,2026-08-02 20:12:00,REF-ZMT7185748,PO-ZMT7185748,CARD SETTLE-ZMT7185748-PAYU-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT7185748,matched,False,matched_clean
TXN-10K-09499,Postman API Cloud,SaaS,NEFT/RTGS,ICICI,Cashfree,366814.4,0.0,366814.4,366814.4,2026-08-14 22:31:00,2026-08-14 22:31:00,REF-POST3130219,PO-POST3130219,NEFT/RTGS CR-POST3130219-CASHFREE-TREASURY SWEEP-Postman API Cloud,Corporate treasury gross settlement POST3130219,matched,False,matched_clean
TXN-10K-09500,Swiggy Instamart Fleet,Quick Commerce,UPI,SBI,Cashfree,13327.41,31.45,13327.41,13295.96,2026-09-01 04:18:00,2026-09-01 04:18:00,REF-SWG3101672,PO-SWG3101672,UPI CR-SWG3101672-CASHFREE-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG3101672,matched,False,matched_clean
TXN-10K-09501,Swiggy Instamart Fleet,Quick Commerce,Credit Card,AXIS,Razorpay,74064.05,1888.17,74064.05,72175.88,2026-08-27 02:49:00,2026-08-27 02:49:00,REF-SWG9874745,PO-SWG9874745,CARD SETTLE-SWG9874745-RAZORPAY-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG9874745,matched,False,matched_clean
TXN-10K-09502,Freshworks SaaS Cloud,SaaS,Credit Card,HDFC,Cashfree,40632.1,1002.26,40632.1,39629.84,2026-08-15 16:01:00,2026-08-15 16:01:00,REF-FRSH3737794,PO-FRSH3737794,CARD SETTLE-FRSH3737794-CASHFREE-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH3737794,matched,False,matched_clean
TXN-10K-09503,Postman API Cloud,SaaS,NetBanking,AXIS,Cashfree,148678.13,3023.64,148678.13,145654.49,2026-08-24 07:32:00,2026-08-24 07:32:00,REF-POST3197246,PO-POST3197246,NB CR-POST3197246-CASHFREE-DIRECT DISBURSE-Postman API Cloud,Internet banking settlement net of fee POST3197246,matched,False,matched_clean
TXN-10K-09504,Zomato Logistics Payouts,Logistics,UPI,HDFC,Razorpay,676.33,1.59,676.33,674.74,2026-08-17 08:34:00,2026-08-17 08:34:00,REF-ZMT2841308,PO-ZMT2841308,UPI CR-ZMT2841308-RAZORPAY-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT2841308,matched,False,matched_clean
TXN-10K-09505,Infosys Contractor Payroll,Enterprise,UPI,SBI,Razorpay,9837.17,23.21,9837.17,9813.96,2026-08-04 09:18:00,2026-08-04 09:18:00,REF-INFY2501830,PO-INFY2501830,UPI CR-INFY2501830-RAZORPAY-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY2501830,matched,False,matched_clean
TXN-10K-09506,Freshworks SaaS Cloud,SaaS,UPI,ICICI,Razorpay,9456.67,22.31,9456.67,9434.36,2026-08-21 07:16:00,2026-08-21 07:16:00,REF-FRSH5719589,PO-FRSH5719589,UPI CR-FRSH5719589-RAZORPAY-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH5719589,matched,False,matched_clean
TXN-10K-09507,Zerodha Securities Payout,FinTech,NEFT/RTGS,AXIS,Stripe,516493.56,0.0,516493.56,516493.56,2026-08-25 18:42:00,2026-08-25 18:42:00,REF-ZRD1590732,PO-ZRD1590732,NEFT/RTGS CR-ZRD1590732-STRIPE-TREASURY SWEEP-Zerodha Securities Payout,Corporate treasury gross settlement ZRD1590732,matched,False,matched_clean
TXN-10K-09508,Zomato Logistics Payouts,Logistics,UPI,KOTAK,PayU,1449.6,3.42,1449.6,1446.18,2026-08-26 16:45:00,2026-08-26 16:45:00,REF-ZMT5283238,PO-ZMT5283238,UPI CR-ZMT5283238-PAYU-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT5283238,matched,False,matched_clean
TXN-10K-09509,Nykaa Cosmetics D2C,D2C,Debit Card,SBI,Cashfree,2095.34,45.75,2095.34,2049.59,2026-08-04 06:34:00,2026-08-04 06:34:00,REF-NYK9291830,PO-NYK9291830,DEBIT CR-NYK9291830-CASHFREE-SETTLEMENT-Nykaa Cosmetics D2C,Debit collection clearance sweep NYK9291830,matched,False,matched_clean
TXN-10K-09510,Dunzo Quick Commerce,E-Commerce,NEFT/RTGS,AXIS,Razorpay,730187.63,0.0,730187.63,730187.63,2026-09-04 06:06:00,2026-09-04 06:06:00,REF-DNZ9168047,PO-DNZ9168047,NEFT/RTGS CR-DNZ9168047-RAZORPAY-TREASURY SWEEP-Dunzo Quick Commerce,Corporate treasury gross settlement DNZ9168047,matched,False,matched_clean
TXN-10K-09511,Freshworks SaaS Cloud,SaaS,Debit Card,HDFC,PayU,11805.32,254.69,11805.32,11550.63,2026-08-23 02:07:00,2026-08-23 02:07:00,REF-FRSH9622039,PO-FRSH9622039,DEBIT CR-FRSH9622039-PAYU-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH9622039,matched,False,matched_clean
TXN-10K-09512,Nykaa Cosmetics D2C,D2C,Debit Card,HDFC,Stripe,9263.7,176.92,9263.7,9086.78,2026-08-09 16:11:00,2026-08-09 16:11:00,REF-NYK7112822,PO-NYK7112822,DEBIT CR-NYK7112822-STRIPE-SETTLEMENT-Nykaa Cosmetics D2C,Debit collection clearance sweep NYK7112822,matched,False,matched_clean
TXN-10K-09513,Zomato Logistics Payouts,Logistics,UPI,ICICI,Stripe,9506.04,22.43,9506.04,9483.61,2026-08-06 15:19:00,2026-08-10 15:19:00,REF-ZMT9345489,PO-ZMT9345489,UPI CR-ZMT9345489-STRIPE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT9345489,flagged,True,settlement_lag
TXN-10K-09514,Zerodha Securities Payout,FinTech,Credit Card,KOTAK,Stripe,59749.84,1523.84,59749.84,58226.0,2026-08-04 09:14:00,2026-08-04 09:14:00,REF-ZRD2623959,PO-ZRD2623959,CARD SETTLE-ZRD2623959-STRIPE-POS DISBURSE-Zerodha Securities Payout,Card settlement net of gateway interchange ZRD2623959,matched,False,matched_clean
TXN-10K-09515,Zerodha Securities Payout,FinTech,Debit Card,HDFC,Razorpay,37771.95,791.21,37771.95,36980.74,2026-08-15 17:53:00,2026-08-15 17:53:00,REF-ZRD5370143,PO-ZRD5370143,DEBIT CR-ZRD5370143-RAZORPAY-SETTLEMENT-Zerodha Securities Payout,Debit collection clearance sweep ZRD5370143,matched,False,matched_clean
TXN-10K-09516,Swiggy Instamart Fleet,Quick Commerce,Debit Card,SBI,Stripe,41773.61,1082.04,41773.61,40691.57,2026-08-04 03:09:00,2026-08-04 03:09:00,REF-SWG3627555,PO-SWG3627555,DEBIT CR-SWG3627555-STRIPE-SETTLEMENT-Swiggy Instamart Fleet,Debit collection clearance sweep SWG3627555,matched,False,matched_clean
TXN-10K-09517,Postman API Cloud,SaaS,UPI,HDFC,Cashfree,3675.39,8.67,3675.39,3666.72,2026-08-13 04:52:00,2026-08-13 04:52:00,REF-POST2338067,PO-POST2338067,UPI CR-POST2338067-CASHFREE-COLLECTION-Postman API Cloud,UPI instant merchant payout batch POST2338067,matched,False,matched_clean
TXN-10K-09518,Swiggy Instamart Fleet,Quick Commerce,Credit Card,KOTAK,Razorpay,43850.95,951.37,43850.95,42816.35,2026-08-06 05:20:00,2026-08-06 05:20:00,REF-SWG2124313,PO-SWG2124313,CARD SETTLE-SWG2124313-RAZORPAY-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG2124313,flagged,True,fee_deduction
TXN-10K-09519,Freshworks SaaS Cloud,SaaS,NEFT/RTGS,SBI,Razorpay,880297.65,0.0,880297.65,880297.65,2026-08-29 09:17:00,2026-08-29 09:17:00,REF-FRSH8558100,PO-FRSH8558100,NEFT/RTGS CR-FRSH8558100-RAZORPAY-TREASURY SWEEP-Freshworks SaaS Cloud,Corporate treasury gross settlement FRSH8558100,matched,False,matched_clean
TXN-10K-09520,Zerodha Securities Payout,FinTech,NEFT/RTGS,ICICI,Cashfree,771968.61,0.0,771968.61,771856.18,2026-09-02 13:51:00,2026-09-02 13:51:00,REF-ZRD2450782,PO-ZRD2450782,NEFT/RTGS CR-ZRD2450782-CASHFREE-TREASURY SWEEP-Zerodha Securities Payout,Corporate treasury gross settlement ZRD2450782,flagged,True,fee_deduction
TXN-10K-09521,Zomato Logistics Payouts,Logistics,UPI,KOTAK,Razorpay,5585.33,13.18,5585.33,5572.15,2026-08-23 23:01:00,2026-08-23 23:01:00,REF-ZMT6200660,PO-ZMT6200660,UPI CR-ZMT6200660-RAZORPAY-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT6200660,matched,False,matched_clean
TXN-10K-09522,Cleartrip Flights & Hotels,Travel,UPI,HDFC,Stripe,6409.72,15.13,6409.72,6394.59,2026-08-11 02:51:00,2026-08-11 02:51:00,REF-CLRT6747860,PO-CLRT6747860,UPI CR-CLRT6747860-STRIPE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT6747860,matched,False,matched_clean
TXN-10K-09523,Nykaa Cosmetics D2C,D2C,UPI,ICICI,Cashfree,14111.65,33.3,14111.65,14078.35,2026-08-12 18:46:00,2026-08-12 18:46:00,REF-NYK3292343,PO-NYK3292343,UPI CR-NYK3292343-CASHFREE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK3292343,matched,False,matched_clean
TXN-10K-09524,Swiggy Instamart Fleet,Quick Commerce,UPI,HDFC,Cashfree,9604.17,22.67,9604.17,9581.5,2026-09-04 18:57:00,2026-09-04 18:57:00,REF-SWG4908529,PO-SWG4908529,UPI CR-SWG4908529-CASHFREE-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG4908529,matched,False,matched_clean
TXN-10K-09525,Swiggy Instamart Fleet,Quick Commerce,UPI,KOTAK,Razorpay,13614.11,32.13,13614.11,13581.98,2026-09-01 03:56:00,2026-09-01 03:56:00,REF-SWG1630390,PO-SWG1630390,UPI CR-SWG1630390-RAZORPAY-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG1630390,matched,False,matched_clean
TXN-10K-09526,Cleartrip Flights & Hotels,Travel,UPI,ICICI,Cashfree,13786.58,32.53,13786.58,13754.05,2026-08-18 22:36:00,2026-08-18 22:36:00,REF-CLRT4715980,PO-CLRT4715980,UPI CR-CLRT4715980-CASHFREE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT4715980,matched,False,matched_clean
TXN-10K-09527,Infosys Contractor Payroll,Enterprise,UPI,KOTAK,Cashfree,9423.23,22.24,9423.23,9400.99,2026-08-02 20:09:00,2026-08-02 20:09:00,REF-INFY1138519,PO-INFY1138519,UPI CR-INFY1138519-CASHFREE-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY1138519,matched,False,matched_clean
TXN-10K-09528,Swiggy Instamart Fleet,Quick Commerce,UPI,KOTAK,PayU,10796.88,25.48,10796.88,8908.03,2026-08-10 20:53:00,2026-08-10 20:53:00,REF-SWG9192908,PO-SWG9192908,UPI CR-SWG9192908-PAYU-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG9192908,mismatched,True,amount_discrepancy
TXN-10K-09529,Swiggy Instamart Fleet,Quick Commerce,Credit Card,ICICI,Cashfree,38399.25,920.75,38399.25,37478.5,2026-08-27 18:02:00,2026-08-27 18:02:00,REF-SWG1327885,PO-SWG1327885,CARD SETTLE-SWG1327885-CASHFREE-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG1327885,matched,False,matched_clean
TXN-10K-09530,Razorpay Capital Advances,Lending,UPI,KOTAK,PayU,9265.55,21.87,9265.55,9243.68,2026-08-08 22:57:00,2026-08-08 22:57:00,REF-RZPC5939607,PO-RZPC5939607,UPI CR-RZPC5939607-PAYU-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC5939607,matched,False,matched_clean
TXN-10K-09531,Cleartrip Flights & Hotels,Travel,UPI,ICICI,PayU,11583.59,27.34,11583.59,11502.87,2026-08-19 11:22:00,2026-08-19 11:22:00,REF-CLRT6665795,PO-CLRT6665795,UPI CR-CLRT6665795-PAYU-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT6665795,flagged,True,fee_deduction
